,Name.x,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Name.y,City,State,abbr,Beerclass,Beerclass_Colour
474,Hazed & Infused (2010),81,0.049,35,418,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO,CO,ALE,red
475,Evil Owl,2167,0.052,40,208,American Amber / Red Ale,12,Branchline Brewing Company,San Antonio, TX,TX,ALE,red
476,Agave Wheat,1522,0.042,9,392,American Pale Wheat Ale,12,Breckenridge Brewery,Denver, CO,CO,ALE,red
477,SummerBright Ale,397,0.045,15,392,American Pale Wheat Ale,12,Breckenridge Brewery,Denver, CO,CO,ALE,red
478,Avalanche Ale,83,0.054,19,392,American Amber / Red Ale,12,Breckenridge Brewery,Denver, CO,CO,ALE,red
479,Rollin Dirty Red Ale,1800,0.05,21,309,Irish Red Ale,12,Brew Bus Brewing,Tampa, FL,FL,ALE,red
480,Are Wheat There Yet?,1799,0.055,28,309,American Pale Wheat Ale,12,Brew Bus Brewing,Tampa, FL,FL,ALE,red
481,Northern Lights Amber Ale,921,0.05,15,494,American Amber / Red Ale,12,Broken Tooth Brewing Company,Anchorage, AK,AK,ALE,red
482,Polar Pale Ale,920,0.052,17,494,American Pale Ale (APA),12,Broken Tooth Brewing Company,Anchorage, AK,AK,ALE,red
483,East India Pale Ale,1279,0.068,47,438,English India Pale Ale (IPA),16,Brooklyn Brewery,Brooklyn, NY,NY,ALE,red
484,East India Pale Ale,566,0.068,47,438,English India Pale Ale (IPA),12,Brooklyn Brewery,Brooklyn, NY,NY,ALE,red
485,Black Adder IBA (Current),383,0.073,85,531,American Black Ale,16,Buckbean Brewing Company,Reno, NV,NV,ALE,red
486,Tule Duck Red Ale (Current),28,0.062,42,531,American Amber / Red Ale,16,Buckbean Brewing Company,Reno, NV,NV,ALE,red
487,1836,2125,0.06,40,215,American Blonde Ale,12,Buffalo Bayou Brewing Company,Houston, TX,TX,ALE,red
488,Pale Alement,2478,0.055,40,25,American Pale Ale (APA),12,Burn 'Em Brewing,Michigan City, IN,IN,ALE,red
489,Joey Wheat,2160,0.068,16,25,American Pale Wheat Ale,16,Burn 'Em Brewing,Michigan City, IN,IN,ALE,red
490,Pale Alement,2054,0.055,40,25,American Pale Ale (APA),16,Burn 'Em Brewing,Michigan City, IN,IN,ALE,red
491,Mucho Aloha Hawaiian Pale Ale,668,0.056,36,518,American Pale Ale (APA),12,Butcher's Brewing,Carlsbad, CA,CA,ALE,red
492,Horny Toad Cerveza,2214,0.053,25,183,American Blonde Ale,16,COOP Ale Works,Oklahoma City, OK,OK,ALE,red
493,Native Amber,2213,0.063,35,183,American Amber / Red Ale,16,COOP Ale Works,Oklahoma City, OK,OK,ALE,red
494,Native Amber (2013),170,0.063,35,183,American Amber / Red Ale,16,COOP Ale Works,Oklahoma City, OK,OK,ALE,red
495,Horny Toad Cerveza (2013),169,0.053,25,183,American Blonde Ale,16,COOP Ale Works,Oklahoma City, OK,OK,ALE,red
496,Caldera Pale Ale,1419,0.056,55,156,American Pale Ale (APA),12,Caldera Brewing Company,Ashland, OR,OR,ALE,red
497,Ashland Amber Ale (2009),794,0.054,24,156,American Amber / Red Ale,12,Caldera Brewing Company,Ashland, OR,OR,ALE,red
498,Caldera Pale Ale (2010),791,0.056,55,156,American Pale Ale (APA),12,Caldera Brewing Company,Ashland, OR,OR,ALE,red
499,Caldera Pale Ale (2009),790,0.056,55,156,American Pale Ale (APA),12,Caldera Brewing Company,Ashland, OR,OR,ALE,red
500,Caldera Pale Ale (2005),789,0.056,55,156,American Pale Ale (APA),12,Caldera Brewing Company,Ashland, OR,OR,ALE,red
501,Caldera Pale Ale (2007),788,0.056,55,156,American Pale Ale (APA),12,Caldera Brewing Company,Ashland, OR,OR,ALE,red
502,Caldera Pale Ale (2011),38,0.056,55,156,American Pale Ale (APA),12,Caldera Brewing Company,Ashland, OR,OR,ALE,red
503,Ashland Amber Ale,37,0.054,24,156,American Amber / Red Ale,12,Caldera Brewing Company,Ashland, OR,OR,ALE,red
504,Imperial Pumpkin Stout,2068,0.099,43,231,Pumpkin Ale,16,Cape Ann Brewing Company,Gloucester, MA,MA,ALE,red
505,Fisherman's Brew,2064,0.055,30,231,American Amber / Red Ale,12,Cape Ann Brewing Company,Gloucester, MA,MA,ALE,red
506,Cape Cod Red,1928,0.055,35,268,American Amber / Red Ale,16,Cape Cod Beer,Hyannis, MA,MA,ALE,red
507,Beach Blonde,1927,0.049,10,268,American Blonde Ale,16,Cape Cod Beer,Hyannis, MA,MA,ALE,red
508,Dark Voyage Black IPA (2013),2227,0.065,80,193,American Black Ale,12,Capital Brewery,Middleton, WI,WI,ALE,red
509,Epitome,2094,0.099,100,223,American Black Ale,16,Carton Brewing Company,Atlantic Highlands, NJ,NJ,ALE,red
510,Seiche Scottish Ale,1881,0.078,16,286,Scottish Ale,16,Catawba Island Brewing,Port Clinton, OH,OH,ALE,red
511,Elliott's Phoned Home Pale Ale,1182,0.051,36,30,American Pale Ale (APA),16,Cedar Creek Brewery,Seven Points, TX,TX,ALE,red
512,The Lawn Ranger,1050,0.05,18,30,Cream Ale,16,Cedar Creek Brewery,Seven Points, TX,TX,ALE,red
513,Ray Ray’s Pale Ale,1247,0.052,42,123,American Pale Ale (APA),12,Center of the Universe Brewing C...,Ashland, VA,VA,ALE,red
514,Catch 23,1646,0.075,77,351,American Black Ale,16,Central Coast Brewing Company,San Luis Obispo, CA,CA,ALE,red
515,Pail Ale,2017,0.055,30,251,American Pale Ale (APA),16,Chapman's Brewing,Angola, IN,IN,ALE,red
516,8 Barrel,2080,0.08,69,227,American Strong Ale,16,Chatham Brewing,Chatham, NY,NY,ALE,red
517,Wandering Pelican,2013,0.082,65,142,American Black Ale,12,Cigar City Brewing Company,Tampa, FL,FL,ALE,red
518,Maduro Brown Ale,1138,0.055,25,142,English Brown Ale,12,Cigar City Brewing Company,Tampa, FL,FL,ALE,red
519,Maduro Brown Ale,571,0.055,25,142,American Brown Ale,12,Cigar City Brewing Company,Tampa, FL,FL,ALE,red
520,Tocobaga Red Ale,569,0.072,75,142,American Amber / Red Ale,12,Cigar City Brewing Company,Tampa, FL,FL,ALE,red
521,Cascadian Dark Ale,1393,0.06,75,419,American Black Ale,12,Coalition Brewing Company,Portland, OR,OR,ALE,red
522,Wheat the People,893,0.044,13,419,American Pale Wheat Ale,16,Coalition Brewing Company,Portland, OR,OR,ALE,red
523,Tybee Island Blonde,1407,0.047,17,416,American Blonde Ale,12,Coastal Empire Beer Company,Savannah, GA,GA,ALE,red
524,Savannah Brown Ale,1406,0.062,55,416,American Brown Ale,12,Coastal Empire Beer Company,Savannah, GA,GA,ALE,red
525,Hurricane Amber Ale (2004),751,0.052,24,102,American Amber / Red Ale,12,Coastal Extreme Brewing Company,Newport, RI,RI,ALE,red
526,Hurricane Amber Ale,120,0.052,24,102,American Amber / Red Ale,12,Coastal Extreme Brewing Company,Newport, RI,RI,ALE,red
527,Farmer John's Multi-Grain Ale,968,0.056,21,483,American Blonde Ale,16,Confluence Brewing Company,Des Moines, IA,IA,ALE,red
528,Eclipse Black IPA,556,0.077,71,516,American Black Ale,16,Crabtree Brewing Company,Greeley, CO,CO,ALE,red
529,Neomexicanus Native,2538,0.06,46,64,American Pale Ale (APA),12,Crazy Mountain Brewing Company,Edwards, CO,CO,ALE,red
530,Old Soul,2355,0.075,25,64,Belgian Strong Pale Ale,12,Crazy Mountain Brewing Company,Edwards, CO,CO,ALE,red
531,Crazy Mountain Amber Ale,356,0.052,25,64,American Amber / Red Ale,12,Crazy Mountain Brewing Company,Edwards, CO,CO,ALE,red
532,Aviator Raspberry Blonde,2293,0.049,25,170,American Blonde Ale,12,Crooked Fence Brewing Company,Garden City, ID,ID,ALE,red
533,South Ridge Amber Ale,1057,0.06,31,473,American Amber / Red Ale,16,Crystal Springs Brewing Company,Boulder, CO,CO,ALE,red
534,The Tradition,1809,0.05,15,228,American Blonde Ale,12,DC Brau Brewing Company,Washington, DC,DC,ALE,red
535,Dead Armadillo Amber Ale,1746,0.063,37,331,American Amber / Red Ale,12,Dead Armadillo Craft Brewing,Tulsa, OK,OK,ALE,red
536,Oak Cliff Coffee Ale,2251,0.075,33,128,American Brown Ale,12,Deep Ellum Brewing Company,Dallas, TX,TX,ALE,red
537,Farmhouse Wit,1202,0.048,25,128,Saison / Farmhouse Ale,16,Deep Ellum Brewing Company,Dallas, TX,TX,ALE,red
538,Dallas Blonde,946,0.052,23,128,American Blonde Ale,12,Deep Ellum Brewing Company,Dallas, TX,TX,ALE,red
539,Gutch English Style Mild Ale,1885,0.05,16,284,English Pale Mild Ale,12,Defiance Brewing Company,Hays, KS,KS,ALE,red
540,Mother Ale,1159,0.056,46,454,American Blonde Ale,12,Denali Brewing Company,Talkeetna, AK,AK,ALE,red
541,Single Engine Red,929,0.058,46,454,Irish Red Ale,12,Denali Brewing Company,Talkeetna, AK,AK,ALE,red
542,Mirror Pond Pale Ale,1210,0.05,40,455,American Pale Ale (APA),12,Deschutes Brewery,Bend, OR,OR,ALE,red
543,Abbey's Single (2015- ),2505,0.049,22,58,Abbey Single Ale,12,Destihl Brewery,Bloomington, IL,IL,ALE,red
544,Abbey's Single Ale (Current),1887,0.049,22,58,Abbey Single Ale,12,Destihl Brewery,Bloomington, IL,IL,ALE,red
545,Bravo Four Point,2051,0.044,45,238,American Pale Ale (APA),12,Devil's Backbone Brewing Company,Lexington, VA,VA,ALE,red
546,Striped Bass Pale Ale,1201,0.052,26,238,American Pale Ale (APA),12,Devil's Backbone Brewing Company,Lexington, VA,VA,ALE,red
547,Deadicated Amber,924,0.054,27,492,American Amber / Red Ale,16,Devil's Canyon Brewery,Belmont, CA,CA,ALE,red
548,Full Boar Scotch Ale,647,0.074,12,492,Scotch Ale / Wee Heavy,16,Devil's Canyon Brewery,Belmont, CA,CA,ALE,red
549,Dry Dock Amber Ale,871,0.058,49,497,American Amber / Red Ale,12,Dry Dock Brewing Company,Aurora, CO,CO,ALE,red
550,Dundee Summer Wheat Beer,457,0.045,18,539,American Pale Wheat Ale,12,Dundee Brewing Company,Rochester, NY,NY,ALE,red
551,Blonde Czich,2604,0.049,23,27,American Blonde Ale,16,Evil Czech Brewery,Mishawaka, IN,IN,ALE,red
552,Iron Horse Pale Ale,1722,0.05,32,336,American Pale Ale (APA),12,Fargo Brewing Company,Fargo, ND,ND,ALE,red
553,Stone's Throw IPA,1435,0.045,19,336,Scottish Ale,12,Fargo Brewing Company,Fargo, ND,ND,ALE,red
554,Trail Head,2089,0.063,55,225,American Pale Ale (APA),12,Fat Head's Brewery,Middleburg Heights, OH,OH,ALE,red
555,Parcae Belgian Style Pale Ale,1454,0.05,20,406,Belgian Pale Ale,16,Fate Brewing Company,Boulder, CO,CO,ALE,red
556,Loki Red Ale,2191,0.075,53,202,American Amber / Red Ale,16,Fearless Brewing Company,Estacada, OR,OR,ALE,red
557,Loki Red Ale (2013),895,0.075,53,202,American Amber / Red Ale,16,Fearless Brewing Company,Estacada, OR,OR,ALE,red
558,Sobek & Set,1664,0.08,80,257,American Black Ale,16,Finch's Beer Company,Chicago, IL,IL,ALE,red
559,Wet Hot American Wheat Ale,1662,0.05,22,257,American Pale Wheat Ale,16,Finch's Beer Company,Chicago, IL,IL,ALE,red
560,Fascist Pig Ale,935,0.08,72,257,American Amber / Red Ale,16,Finch's Beer Company,Chicago, IL,IL,ALE,red
561,805,1733,0.047,20,49,American Blonde Ale,12,Firestone Walker Brewing Company,Paso Robles, CA,CA,ALE,red
562,Hinchtown Hammer Down,2284,0.05,27,17,American Blonde Ale,16,Flat 12 Bierwerks,Indianapolis, IN,IN,ALE,red
563,Park,2661,0.047,19,5,American Pale Wheat Ale,12,Fort Point Beer Company,San Francisco, CA,CA,ALE,red
564,Westfalia,2660,0.056,16,5,American Amber / Red Ale,12,Fort Point Beer Company,San Francisco, CA,CA,ALE,red
565,Dirty Bastard,2625,0.085,50,16,Scotch Ale / Wee Heavy,12,Founders Brewing Company,Grand Rapids, MI,MI,ALE,red
566,Local Buzz,1872,0.052,20,288,American Blonde Ale,12,Four Corners Brewing Company,Dallas, TX,TX,ALE,red
567,Kilt Lifter Scottish-Style Ale (2009),179,0.06,21,161,Scottish Ale,12,Four Peaks Brewing Company,Tempe, AZ,AZ,ALE,red
568,Suncaster Summer Wheat,2427,0.05,28,106,American Pale Wheat Ale,12,Four String Brewing Company,Columbus, OH,OH,ALE,red
569,Brass Knuckle Pale Ale,2425,0.057,36,106,American Pale Ale (APA),12,Four String Brewing Company,Columbus, OH,OH,ALE,red
570,Texicali ,2526,0.065,33,67,American Brown Ale,12,Freetail Brewing Company,San Antonio, TX,TX,ALE,red
571,Harvest Ale,901,0.065,35,461,Saison / Farmhouse Ale,12,Fremont Brewing Company,Seattle, WA,WA,ALE,red
572,Fremont Summer Ale,875,0.065,45,461,American Pale Ale (APA),12,Fremont Brewing Company,Seattle, WA,WA,ALE,red
573,Universale Pale Ale,858,0.056,30,461,American Pale Ale (APA),12,Fremont Brewing Company,Seattle, WA,WA,ALE,red
574,Wee-Heavy-Er Scotch Ale,1260,0.07,24,434,Scotch Ale / Wee Heavy,12,French Broad Brewery,Asheville, NC,NC,ALE,red
575,Boathouse Blonde,2076,0.049,15,229,American Blonde Ale,12,Geneva Lake Brewing Company,Lake Geneva, WI,WI,ALE,red
576,Cedar Point,2075,0.05,26,229,American Amber / Red Ale,12,Geneva Lake Brewing Company,Lake Geneva, WI,WI,ALE,red
577,Saison Pamplemousse,1960,0.058,35,241,Saison / Farmhouse Ale,12,Golden Road Brewing,Los Angeles, CA,CA,ALE,red
578,Get Up Offa That Brown,991,0.055,20,241,American Brown Ale,16,Golden Road Brewing,Los Angeles, CA,CA,ALE,red
579,Sweet As Pacific Ale,1108,0.06,18,465,American Pale Wheat Ale,12,Good Life Brewing Company,Bend, OR,OR,ALE,red
580,Good People Pale Ale,1000,0.056,36,479,American Pale Ale (APA),12,Good People Brewing Company,Birmingham, AL,AL,ALE,red
581,Good People American Brown Ale,308,0.058,36,479,American Brown Ale,12,Good People Brewing Company,Birmingham, AL,AL,ALE,red
582,Mountain Rescue Pale Ale,2205,0.055,40,195,American Pale Ale (APA),12,Goodlife Brewing Co.,Bend, OR,OR,ALE,red
583,312 Urban Pale Ale,2457,0.054,30,89,American Pale Ale (APA),16,Goose Island Brewing Company,Chicago, IL,IL,ALE,red
584,312 Urban Pale Ale,2202,0.054,30,89,American Pale Ale (APA),12,Goose Island Brewing Company,Chicago, IL,IL,ALE,red
585,312 Urban Wheat Ale,2201,0.042,18,89,American Pale Wheat Ale,16,Goose Island Brewing Company,Chicago, IL,IL,ALE,red
586,312 Urban Wheat Ale,1829,0.042,18,89,American Pale Wheat Ale,12,Goose Island Brewing Company,Chicago, IL,IL,ALE,red
587,312 Urban Wheat Ale (2012),581,0.042,20,89,American Pale Wheat Ale,12,Goose Island Brewing Company,Chicago, IL,IL,ALE,red
588,Monarch Classic American Wheat,2129,0.043,21,214,American Pale Wheat Ale,12,Grapevine Craft Brewery,Farmers Branch, TX,TX,ALE,red
589,Sir William's English Brown Ale,2127,0.049,21,214,English Brown Ale,12,Grapevine Craft Brewery,Farmers Branch, TX,TX,ALE,red
590,Lakefire Rye Pale Ale,2126,0.055,35,214,American Pale Ale (APA),12,Grapevine Craft Brewery,Farmers Branch, TX,TX,ALE,red
591,Beer Agent Re-Ignition,2303,0.053,22,166,American Blonde Ale,16,Great Crescent Brewery,Aurora, IN,IN,ALE,red
592,Great Crescent Blonde Ale,1699,0.053,22,166,American Blonde Ale,16,Great Crescent Brewery,Aurora, IN,IN,ALE,red
593,Great Crescent Brown Ale,649,0.045,36,166,American Brown Ale,16,Great Crescent Brewery,Aurora, IN,IN,ALE,red
594,Frosted Fields Winter Wheat,615,0.06,25,166,American Dark Wheat Ale,16,Great Crescent Brewery,Aurora, IN,IN,ALE,red
595,Great Crescent Mild Ale,439,0.042,26,166,English Dark Mild Ale,16,Great Crescent Brewery,Aurora, IN,IN,ALE,red
596,Great Crescent Blonde Ale (2011),389,0.053,22,166,American Blonde Ale,16,Great Crescent Brewery,Aurora, IN,IN,ALE,red
597,Commotion APA,1923,0.052,49,270,American Pale Ale (APA),12,Great Raft Brewing Company,Shreveport, LA,LA,ALE,red
598,Barrel Aged Farmer,1574,0.07,22,366,American Brown Ale,16,Great River Brewery,Davenport, IA,IA,ALE,red
599,Owney Irish Style Red Ale,1064,0.05,30,366,Irish Red Ale,16,Great River Brewery,Davenport, IA,IA,ALE,red
600,Roller Dam Red Ale,864,0.054,30,366,Irish Red Ale,16,Great River Brewery,Davenport, IA,IA,ALE,red
601,483 Pale Ale,863,0.053,48,366,American Pale Ale (APA),16,Great River Brewery,Davenport, IA,IA,ALE,red
602,Farmer Brown Ale,655,0.07,22,366,American Brown Ale,16,Great River Brewery,Davenport, IA,IA,ALE,red
603,40th Annual Bix Street Fest Copper Ale (Current),517,0.048,25,366,American Amber / Red Ale,16,Great River Brewery,Davenport, IA,IA,ALE,red
604,483 Pale Ale (2010),190,0.053,48,366,American Pale Ale (APA),16,Great River Brewery,Davenport, IA,IA,ALE,red
605,Roller Dam Red Ale (2010),189,0.054,30,366,Irish Red Ale,16,Great River Brewery,Davenport, IA,IA,ALE,red
606,Pablo Beach Pale Ale,1106,0.05,30,467,American Pale Ale (APA),12,Green Room Brewing,Jacksonville, FL,FL,ALE,red
607,Wild Trail Pale Ale,2314,0.057,44,157,American Pale Ale (APA),12,Greenbrier Valley Brewing Company,Lewisburg, WV,WV,ALE,red
608,Mothman Black IPA,2313,0.067,71,157,American Black Ale,12,Greenbrier Valley Brewing Company,Lewisburg, WV,WV,ALE,red
609,Flying Jenny Extra Pale Ale,1505,0.06,54,380,American Pale Ale (APA),12,Grey Sail Brewing of Rhode Island,Westerly, RI,RI,ALE,red
610,Flying Jenny Extra Pale Ale (2012),693,0.06,54,380,American Pale Ale (APA),12,Grey Sail Brewing of Rhode Island,Westerly, RI,RI,ALE,red
611,Flagship Ale,631,0.049,22,380,Cream Ale,12,Grey Sail Brewing of Rhode Island,Westerly, RI,RI,ALE,red
612,Mr. Blue Sky,2375,0.045,6,125,American Pale Wheat Ale,16,Griffin Claw Brewing Company,Birmingham, MI,MI,ALE,red
613,Screamin’ Pumpkin,2142,0.05,25,125,Pumpkin Ale,16,Griffin Claw Brewing Company,Birmingham, MI,MI,ALE,red
614,El Rojo,2140,0.065,25,125,American Amber / Red Ale,16,Griffin Claw Brewing Company,Birmingham, MI,MI,ALE,red
615,Grind Line,2138,0.05,35,125,American Pale Ale (APA),16,Griffin Claw Brewing Company,Birmingham, MI,MI,ALE,red
616,Half Full Bright Ale,1361,0.052,18,249,American Blonde Ale,12,Half Full Brewery,Stamford, CT,CT,ALE,red
617,Hardywood Cream Ale,1331,0.044,18,344,Cream Ale,12,Hardywood Park Craft Brewery,Richmond, VA,VA,ALE,red
618,Capital Trail Pale Ale,1270,0.056,55,344,American Pale Ale (APA),12,Hardywood Park Craft Brewery,Richmond, VA,VA,ALE,red
619,UFO Pumpkin,1340,0.059,20,235,Pumpkin Ale,12,Harpoon Brewery,Boston, MA,MA,ALE,red
620,UFO White,610,0.048,10,235,American Pale Wheat Ale,12,Harpoon Brewery,Boston, MA,MA,ALE,red
621,Grazias,1351,0.063,30,424,Cream Ale,16,Hess Brewing Company,San Diego, CA,CA,ALE,red
622,The Power of Zeus,2294,0.07,68,169,American Pale Ale (APA),12,High Hops Brewery,Windsor, CO,CO,ALE,red
623,Tonganoxie Honey Wheat,824,0.044,22,501,American Pale Wheat Ale,12,High Noon Saloon And Brewery,Leavenworth, KS,KS,ALE,red
624,The 12th Can™,1615,0.045,32,363,American Pale Ale (APA),16,Hilliard's Beer,Seattle, WA,WA,ALE,red
625,Hilliard's Blonde,724,0.049,20,363,American Blonde Ale,16,Hilliard's Beer,Seattle, WA,WA,ALE,red
626,Hilliard's Amber Ale,497,0.055,60,363,American Amber / Red Ale,16,Hilliard's Beer,Seattle, WA,WA,ALE,red
627,Hilliard's Saison,496,0.066,30,363,Saison / Farmhouse Ale,16,Hilliard's Beer,Seattle, WA,WA,ALE,red
628,Provision,1835,0.042,25,298,Saison / Farmhouse Ale,12,Hop Farm Brewing Company,Pittsburgh, PA,PA,ALE,red
629,One Nut Brown,1834,0.047,28,298,American Brown Ale,12,Hop Farm Brewing Company,Pittsburgh, PA,PA,ALE,red
630,Double D Blonde,2195,0.049,20,199,American Blonde Ale,12,Hop Valley Brewing Company,Springfield, OR,OR,ALE,red
631,Festeroo Winter Ale,1605,0.078,60,199,American Strong Ale,12,Hop Valley Brewing Company,Springfield, OR,OR,ALE,red
632,Double D Blonde (2013),1390,0.049,20,199,American Blonde Ale,12,Hop Valley Brewing Company,Springfield, OR,OR,ALE,red
633,Double D Blonde (2011),498,0.049,20,199,American Blonde Ale,12,Hop Valley Brewing Company,Springfield, OR,OR,ALE,red
634,Pale Dog,501,0.06,50,396,American Pale Ale (APA),12,Hops & Grain Brewery,Austin, TX,TX,ALE,red
635,Nonstop Hef Hop,2400,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
636,Nonstop Hef Hop,2399,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
637,Nonstop Hef Hop,2398,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
638,Nonstop Hef Hop,2397,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
639,Nonstop Hef Hop,2396,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
640,Nonstop Hef Hop,2395,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
641,Nonstop Hef Hop,2394,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
642,Nonstop Hef Hop,2393,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
643,Nonstop Hef Hop,2392,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
644,Nonstop Hef Hop,2391,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
645,Nonstop Hef Hop,2390,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
646,Nonstop Hef Hop,2389,0.039,20,81,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
647,Rise Up Red,2388,0.058,60,81,American Amber / Red Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
648,Abominable Winter Ale,2193,0.073,70,81,American Strong Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
649,Rise-Up Red (2014),1085,0.058,60,81,American Amber / Red Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
650,Abominable Winter Ale (2012),916,0.073,70,81,American Strong Ale,16,Hopworks Urban Brewery,Portland, OR,OR,ALE,red
651,Shenanigans Summer Ale,1115,0.046,27,278,American Pale Wheat Ale,12,Indeed Brewing Company,Minneapolis, MN,MN,ALE,red
652,Midnight Ryder,729,0.065,80,278,American Black Ale,12,Indeed Brewing Company,Minneapolis, MN,MN,ALE,red
653,Day Tripper Pale Ale,728,0.054,45,278,American Pale Ale (APA),12,Indeed Brewing Company,Minneapolis, MN,MN,ALE,red
654,Oklahoma Suks,2350,0.048,32,141,American Amber / Red Ale,12,Independence Brewing Company,Austin, TX,TX,ALE,red
655,Power & Light,2301,0.055,42,141,American Pale Ale (APA),12,Independence Brewing Company,Austin, TX,TX,ALE,red
656,Tribute,2609,0.058,58,24,American Pale Ale (APA),12,Indiana City Brewing,Indianapolis, IN,IN,ALE,red
657,Hijack,1774,0.055,20,243,Cream Ale,12,Infamous Brewing Company,Austin, TX,TX,ALE,red
658,Jon Boat Coastal Ale,559,0.045,20,528,American Blonde Ale,12,Intuition Ale Works,Jacksonville, FL,FL,ALE,red
659,People's Pale Ale,553,0.053,28,528,American Pale Ale (APA),12,Intuition Ale Works,Jacksonville, FL,FL,ALE,red
660,Thunder Ann,1793,0.055,37,313,American Pale Ale (APA),12,Jackalope Brewing Company,Nashville, TN,TN,ALE,red
661,Fox Tail Gluten Free Ale,469,0.05,50,234,American Pale Ale (APA),12,Joseph James Brewing Company,Henderson, NV,NV,ALE,red
662,Weekend Warrior Pale Ale,1557,0.055,40,126,American Pale Ale (APA),12,Karbach Brewing Company,Houston, TX,TX,ALE,red
663,Barn Burner Saison,1068,0.066,20,126,Saison / Farmhouse Ale,12,Karbach Brewing Company,Houston, TX,TX,ALE,red
664,Peninsula Brewers Reserve (PBR),1187,0.05,15,459,American Blonde Ale,12,Kenai River Brewing Company,Soldotna, AK,AK,ALE,red
665,Cold Smoke Scotch Ale (2007),760,0.065,11,511,Scotch Ale / Wee Heavy,16,Kettle House Brewing Company,Missoula, MT,MT,ALE,red
666,Eddy Out Pale Ale,87,0.055,50,511,American Pale Ale (APA),16,Kettle House Brewing Company,Missoula, MT,MT,ALE,red
667,Cold Smoke Scotch Ale,85,0.065,11,511,Scotch Ale / Wee Heavy,16,Kettle House Brewing Company,Missoula, MT,MT,ALE,red
668,Blackberry Wheat,2459,0.048,11,88,American Pale Wheat Ale,16,Kirkwood Station Brewing Company,Kirkwood, MO,MO,ALE,red
669,Choc Beer (2003),781,0.04,9,506,American Dark Wheat Ale,12,Krebs Brewing Company (Pete's Pl...,Krebs, OK,OK,ALE,red
670,Laughing Dog Cream Ale,2108,0.05,12,219,Cream Ale,12,Laughing Dog Brewing Company,Ponderay, ID,ID,ALE,red
671,Farm Girl Saison,1168,0.06,30,245,Saison / Farmhouse Ale,16,Lift Bridge Brewing Company,Stillwater, MN,MN,ALE,red
672,American Hero,1688,0.057,42,299,American Amber / Red Ale,12,Liquid Hero Brewery,York, PA,PA,ALE,red
673,Peach Pale Ale,2434,0.057,40,105,American Pale Ale (APA),12,Lone Tree Brewing Company,Lone Tree, CO,CO,ALE,red
674,Peacemaker Pale Ale,2329,0.057,47,150,American Pale Ale (APA),12,Lonerider Brewing Company,Raleigh, NC,NC,ALE,red
675,Sweet Josie,2326,0.061,30,150,American Brown Ale,12,Lonerider Brewing Company,Raleigh, NC,NC,ALE,red
676,Long Trail IPA,1926,0.059,42,269,English India Pale Ale (IPA),12,Long Trail Brewing Company,Bridgewater Corners, VT,VT,ALE,red
677,Long Trail Ale,1924,0.046,30,269,American Amber / Red Ale,12,Long Trail Brewing Company,Bridgewater Corners, VT,VT,ALE,red
678,Pub Ale,2033,0.038,18,246,English Dark Mild Ale,12,Lucky Town Brewing Company,Jackson, MS,MS,ALE,red
679,Ballistic Blonde,2032,0.051,31,246,Belgian Pale Ale,12,Lucky Town Brewing Company,Jackson, MS,MS,ALE,red
680,Mac's Scottish Style Amber Ale (2000),961,0.051,32,486,American Amber / Red Ale,12,MacTarnahans Brewing Company,Portland, OR,OR,ALE,red
681,Sol Drifter,2209,0.043,18,92,American Blonde Ale,12,Madtree Brewing Company,Cincinnati, OH,OH,ALE,red
682,SPRYE,1815,0.05,40,92,American Pale Ale (APA),12,Madtree Brewing Company,Cincinnati, OH,OH,ALE,red
683,Gnarly Brown,1125,0.07,32,92,American Brown Ale,12,Madtree Brewing Company,Cincinnati, OH,OH,ALE,red
684,Happy Amber,1124,0.06,30,92,American Amber / Red Ale,12,Madtree Brewing Company,Cincinnati, OH,OH,ALE,red
685,Belgian Style Session Ale,1625,0.045,21,357,Belgian Pale Ale,12,Manayunk Brewing Company,Philadelphia, PA,PA,ALE,red
